학구ID,학구명,학구분류,시도코드,시군구코드,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,공간객체ID,데이터기준일자
Z000105358,박곡초통학구역,0,47,830,8750000,경상북도교육청,8921000,경상북도고령교육지원청,2016-08-12,2016-08-12,5423,2026-03-20
Z000102218,고양화정초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2016-08-12,3504,2026-03-20
Z000150186,성석초안곡초공동통학구역,1,41,285,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2021-07-20,5944,2026-03-20
Z000102416,마석초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-26,5525,2026-03-20
Z000102454,화도초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-26,5764,2026-03-20
Z000151133,남양주송라초화도초공동통학구역,1,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2021-07-20,2021-07-26,4899,2026-03-20
Z000102417,백문초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-26,108,2026-03-20
Z000102436,장자초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-26,5451,2026-03-20
Z000102420,부양초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-26,1887,2026-03-20
Z000102886,제일초통학구역,0,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-06-22,2865,2026-03-20
Z000150333,양지초제일초공동통학구역,1,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-06-22,6657,2026-03-20
Z000150338,제일초좌항초공동통학구역,1,41,461,7530000,경기도교육청,7751000,경기도용인교육지원청,2016-08-12,2021-06-22,1979,2026-03-20
Z000102243,성라초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2021-07-20,1795,2026-03-20
Z000151132,대곡초원당초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2021-07-20,7056,2026-03-20
Z000102458,강천초통학구역,0,41,670,7530000,경기도교육청,7661000,경기도여주교육지원청,2016-08-12,2021-07-20,6351,2026-03-20
Z000150147,가람초성사초화중초흥도초공동통학구역,1,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2016-08-12,2021-07-20,6211,2026-03-20
Z000150258,곤지암초삼리초공동통학구역,1,41,610,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2016-08-12,2021-06-08,1982,2026-03-20
Z000150255,청암초한가람초공동통학구역,1,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2021-06-15,681,2026-03-20
Z000151125,지산초한가람초공동통학구역,1,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2021-06-15,1876,2026-03-20
Z000102406,내양초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,4579,2026-03-20
Z000101567,대전느리울초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,5530,2026-03-20
Z000150623,전동초상봉초공동통학구역,1,36,110,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2016-08-12,2016-08-12,4003,2026-03-20
Z000150437,운산초운신초공동통학구역,1,44,210,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2016-08-12,2016-08-12,6573,2026-03-20
Z000101960,삼봉초통학구역,0,41,171,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2016-08-12,4510,2026-03-20
Z000101771,서평초통학구역,0,41,113,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,5051,2026-03-20
Z000101832,효동초통학구역,0,41,117,7530000,경기도교육청,7541000,경기도수원교육지원청,2016-08-12,2016-08-12,5317,2026-03-20
Z000101478,대전가양초통학구역,0,30,110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2016-08-12,2016-08-12,5903,2026-03-20
Z000150141,안현초하안북초공동통학구역,1,41,210,7530000,경기도교육청,7591000,경기도광명교육지원청,2016-08-12,2016-08-12,3227,2026-03-20
Z000103687,천안수곡초통학구역,0,44,133,8140000,충청남도교육청,8151000,충청남도천안교육지원청,2016-08-12,2016-08-12,2751,2026-03-20
Z000101963,석수초통학구역,0,41,171,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2016-08-12,2016-08-12,38,2026-03-20
Z000102328,평택도곡초통학구역,0,41,220,7530000,경기도교육청,7631000,경기도평택교육지원청,2016-08-12,2016-08-12,7,2026-03-20
Z000103215,협신초통학구역,0,51,720,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2016-08-12,2016-08-12,3464,2026-03-20
Z000101582,대전복수초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,2975,2026-03-20
Z000101600,대전신계초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,2086,2026-03-20
Z000103040,만대초통학구역,0,51,130,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2016-08-12,2017-02-07,5774,2026-03-20
Z000103044,무실초통학구역,0,51,130,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2016-08-12,2018-11-07,4909,2026-03-20
Z000104995,포항송도초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,2917,2026-03-20
Z000103927,기산초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,3930,2026-03-20
Z000103932,비인초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,556,2026-03-20
Z000103148,손양초통학구역,0,51,830,7801000,강원특별자치도교육청,7863000,강원특별자치도속초양양교육지원청,2016-08-12,2017-04-03,3428,2026-03-20
Z000102389,구지초통학구역,0,41,310,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2017-02-21,3671,2026-03-20
Z000102689,군남초통학구역,0,41,800,7530000,경기도교육청,7701000,경기도연천교육지원청,2016-08-12,2018-05-15,760,2026-03-20
Z000103756,오천초통학구역,0,44,180,8140000,충청남도교육청,8171000,충청남도보령교육지원청,2016-08-12,2017-12-08,1200,2026-03-20
Z000101572,대전두리초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,5620,2026-03-20
Z000101553,남선초통학구역,0,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,2244,2026-03-20
Z000105069,김천중앙초통학구역,0,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2016-08-12,3184,2026-03-20
Z000103230,수백초통학구역,0,51,730,7801000,강원특별자치도교육청,7892000,강원특별자치도횡성교육지원청,2016-08-12,2016-08-12,184,2026-03-20
Z000104979,인덕초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,4694,2026-03-20
Z000150088,구즉초대전송강초공동통학구역,1,30,200,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,2089,2026-03-20
Z000102795,이천매곡초통학구역,0,41,500,7530000,경기도교육청,7741000,경기도이천교육지원청,2016-08-12,2016-08-12,3406,2026-03-20
Z000102069,철산초통학구역,0,41,210,7530000,경기도교육청,7591000,경기도광명교육지원청,2016-08-12,2016-08-12,4756,2026-03-20
Z000106311,하랑초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2021-02-01,2021-07-20,2392,2026-03-20
Z000102449,평동초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2021-07-20,2390,2026-03-20
Z000102077,광사초통학구역,0,41,630,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2016-08-12,2021-07-20,4265,2026-03-20
Z000106267,원흥초통학구역,0,41,281,7530000,경기도교육청,7621000,경기도고양교육지원청,2020-01-02,2021-07-20,1414,2026-03-20
Z000102642,한가람초통학구역,0,41,480,7530000,경기도교육청,7681000,경기도파주교육지원청,2016-08-12,2021-06-15,1875,2026-03-20
Z000103064,장양초통학구역,0,51,130,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2016-08-12,2016-08-12,401,2026-03-20
Z000103928,마동초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,3364,2026-03-20
Z000103020,지촌초지암분교장통학구역,0,51,110,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2016-08-12,2016-08-12,4984,2026-03-20
Z000103279,갈래초통학구역,0,51,770,7801000,강원특별자치도교육청,7922000,강원특별자치도정선교육지원청,2016-08-12,2016-08-12,5588,2026-03-20
Z000103209,원당초통학구역,0,51,720,7801000,강원특별자치도교육청,7882000,강원특별자치도홍천교육지원청,2016-08-12,2016-08-12,4040,2026-03-20
Z000102428,어람초통학구역,0,41,360,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2016-08-12,2016-08-12,5668,2026-03-20
Z000103041,만종초통학구역,0,51,130,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2016-08-12,2016-08-12,6677,2026-03-20
Z000103120,삼화초통학구역,0,51,170,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2016-08-12,2018-10-11,7005,2026-03-20
Z000103919,은산초통학구역,0,44,760,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2016-08-12,2016-08-12,2347,2026-03-20
Z000103923,초촌초통학구역,0,44,760,8140000,충청남도교육청,8231000,충청남도부여교육지원청,2016-08-12,2016-08-12,1663,2026-03-20
Z000105433,노음초통학구역,0,47,930,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2016-08-12,2016-08-12,2919,2026-03-20
Z000105333,병곡초통학구역,0,47,770,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2016-08-12,2016-08-12,1117,2026-03-20
Z000101585,대전삼천초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,304,2026-03-20
Z000105207,공검초통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,2642,2026-03-20
Z000105192,신녕초통학구역,0,47,230,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2016-08-12,2016-08-12,1838,2026-03-20
Z000105084,지례초부항분교장통학구역,0,47,150,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2016-08-12,2016-08-12,1975,2026-03-20
Z000105445,죽변초통학구역,0,47,930,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2016-08-12,2016-08-12,2028,2026-03-20
Z000105436,부구초통학구역,0,47,930,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2016-08-12,2016-08-12,4691,2026-03-20
Z000105434,매화초통학구역,0,47,930,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2016-08-12,2016-08-12,2027,2026-03-20
Z000104975,용흥초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,7080,2026-03-20
Z000104993,포항동부초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,4693,2026-03-20
Z000105368,도원초통학구역,0,47,840,8750000,경상북도교육청,8931000,경상북도성주교육지원청,2016-08-12,2017-02-15,5419,2026-03-20
Z000105332,남정초통학구역,0,47,770,8750000,경상북도교육청,8901000,경상북도영덕교육지원청,2016-08-12,2016-08-12,2020,2026-03-20
Z000105324,석보초통학구역,0,47,760,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2016-08-12,2016-08-12,3146,2026-03-20
Z000104947,곡강초통학구역,0,47,113,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2016-08-12,2030,2026-03-20
Z000103940,오성초통학구역,0,44,770,8140000,충청남도교육청,8241000,충청남도서천교육지원청,2016-08-12,2016-08-12,5710,2026-03-20
Z000103946,남양초통학구역,0,44,790,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2016-08-12,2016-08-12,7059,2026-03-20
Z000105226,은척초무릉분교장통학구역,0,47,250,8750000,경상북도교육청,8831000,경상북도상주교육지원청,2016-08-12,2016-08-12,2251,2026-03-20
Z000101575,대전둔천초통학구역,0,30,170,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2016-08-12,2016-08-12,6501,2026-03-20
Z000105320,진보초통학구역,0,47,750,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2016-08-12,2016-08-12,1993,2026-03-20
Z000104969,신흥초통학구역,0,47,111,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2016-08-12,2018-09-05,4433,2026-03-20
Z000151089,중리초광역통학구역,1,48,127,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2021-02-01,2021-02-23,2279,2026-03-20
Z000151090,호계초광역통학구역,1,48,127,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2021-02-01,2021-02-23,6848,2026-03-20
Z000105631,한려초통학구역,0,48,220,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2016-08-12,2021-02-23,2777,2026-03-20
Z000105887,고전초통학구역,0,48,850,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2016-08-12,2021-02-23,1693,2026-03-20
Z000151053,진교초노량초공동통학구역,1,48,850,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2020-12-28,2021-02-23,4913,2026-03-20
Z000105889,노량초통학구역,0,48,850,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2016-08-12,2021-02-23,2584,2026-03-20
Z000103546,안내초통학구역,0,43,730,8000000,충청북도교육청,8061000,충청북도옥천교육지원청,2016-08-12,2021-02-23,7013,2026-03-20
Z000101268,인천경명초통학구역,0,28,260,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2016-08-12,2021-02-23,1443,2026-03-20
Z000106308,인천청호초중학교통학구역,0,28,260,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2021-01-05,2021-02-23,560,2026-03-20
